CODES,DATES,RESULT
E1000180,2022/12/02,2.8676
E1000180,2022/12/05,2.8902
E1000180,2022/12/06,2.9152
E1000180,2022/12/07,2.8702
E1000180,2022/12/08,2.8853
E1000180,2022/12/09,2.8903
E1000180,2022/12/12,2.8902
E1000180,2022/12/13,2.8952
E1000180,2022/12/14,2.8655
E1000180,2022/12/15,2.8829
E1000180,2022/12/16,2.8856
E1000180,2022/12/19,2.8632
E1000180,2022/12/20,2.8732
E1000180,2022/12/21,2.8606
E1000180,2022/12/22,2.8503
E1000180,2022/12/23,2.8251
E1000180,2022/12/26,2.8378
E1000180,2022/12/27,2.8657
E1000180,2022/12/28,2.8503
E1000180,2022/12/29,2.8376
E1000180,2022/12/30,2.8353
E1000180,2022/12/31,2.8353
E1000180,2023/01/03,2.8228
E1000180,2023/01/04,2.8103
E1000180,2023/01/05,2.8304
E1000180,2023/01/06,2.8328
E1000180,2023/01/09,2.8428
E1000180,2023/01/10,2.8602
E1000180,2023/01/11,2.8603
E1000180,2023/01/12,2.8778
E1000180,2023/01/13,2.901
E1000180,2023/01/16,2.9167
E1000180,2023/01/17,2.9017
E1000180,2023/01/18,2.9222
E1000180,2023/01/19,2.9145
E1000180,2023/01/20,2.9331
E1000180,2023/01/28,2.9341
E1000180,2023/01/29,2.9219
E1000180,2023/01/30,2.9133
E1000180,2023/01/31,2.8977
E1000180,2023/02/01,2.9101
E1000180,2023/02/02,2.897
E1000180,2023/02/03,2.8943
E1000180,2023/02/06,2.9017
E1000180,2023/02/07,2.8964
E1000180,2023/02/08,2.8973
E1000180,2023/02/09,2.8912
E1000180,2023/02/10,2.9003
E1000180,2023/02/13,2.8943
E1000180,2023/02/14,2.8914
E1000180,2023/02/15,2.8918
E1000180,2023/02/16,2.8907
E1000180,2023/02/17,2.892
E1000180,2023/02/20,2.917
E1000180,2023/02/21,2.919
E1000180,2023/02/22,2.9175
E1000180,2023/02/23,2.922
E1000180,2023/02/24,2.9126
E1000180,2023/02/27,2.9117
E1000180,2023/02/28,2.9017
E1000180,2023/03/01,2.8977
E1000180,2023/03/02,2.9111
E1000180,2023/03/03,2.9026
E1000180,2023/03/06,2.8826
E1000180,2023/03/07,2.8726
E1000180,2023/03/08,2.8828
E1000180,2023/03/09,2.8752
E1000180,2023/03/10,2.8627
E1000180,2023/03/13,2.8703
E1000180,2023/03/14,2.8652
E1000180,2023/03/15,2.8652
E1000180,2023/03/16,2.8552
E1000180,2023/03/17,2.8602
E1000180,2023/03/20,2.8504
E1000180,2023/03/21,2.8604
E1000180,2023/03/22,2.8577
E1000180,2023/03/23,2.8652
E1000180,2023/03/24,2.8676
E1000180,2023/03/27,2.8551
E1000180,2023/03/28,2.8556
E1000180,2023/03/29,2.8532
E1000180,2023/03/30,2.8603
E1000180,2023/03/31,2.8528
E1000180,2023/04/03,2.8604
E1000180,2023/04/04,2.8584
E1000180,2023/04/06,2.8605
E1000180,2023/04/07,2.8464
E1000180,2023/04/10,2.8455
E1000180,2023/04/11,2.8203
E1000180,2023/04/12,2.8158
E1000180,2023/04/13,2.8277
E1000180,2023/04/14,2.8281
E1000180,2023/04/17,2.8432
E1000180,2023/04/18,2.8319
E1000180,2023/04/19,2.8333
E1000180,2023/04/20,2.8332
E1000180,2023/04/21,2.8258
E1000180,2023/04/23,2.822
E1000180,2023/04/24,2.8176
E1000180,2023/04/25,2.8157
E1000180,2023/04/26,2.8058
E1000180,2023/04/27,2.7852
E1000180,2023/04/28,2.7788
E1000180,2023/05/04,2.7613
E1000180,2023/05/05,2.7338
E1000180,2023/05/06,2.7311
E1000180,2023/05/08,2.7484
E1000180,2023/05/09,2.7383
E1000180,2023/05/10,2.721
E1000180,2023/05/11,2.701
E1000180,2023/05/12,2.7058
E1000180,2023/05/15,2.719
E1000180,2023/05/16,2.7129
E1000180,2023/05/17,2.721
E1000180,2023/05/18,2.7184
E1000180,2023/05/19,2.7151
E1000180,2023/05/22,2.7132
E1000180,2023/05/23,2.6962
E1000180,2023/05/24,2.7037
E1000180,2023/05/25,2.7065
E1000180,2023/05/26,2.7205
E1000180,2023/05/29,2.695
E1000180,2023/05/30,2.7
E1000180,2023/05/31,2.685
E1000180,2023/06/01,2.6825
E1000180,2023/06/02,2.6951
E1000180,2023/06/05,2.6926
E1000180,2023/06/06,2.6826
E1000180,2023/06/07,2.6827
E1000180,2023/06/08,2.6822
E1000180,2023/06/09,2.6703
E1000180,2023/06/12,2.6704
E1000180,2023/06/13,2.6227
E1000180,2023/06/14,2.6178
E1000180,2023/06/15,2.6482
E1000180,2023/06/16,2.6626
E1000180,2023/06/19,2.6876
E1000180,2023/06/20,2.6751
E1000180,2023/06/21,2.6701
E1000180,2023/06/25,2.6576
E1000180,2023/06/26,2.6677
E1000180,2023/06/27,2.6676
E1000180,2023/06/28,2.6651
E1000180,2023/06/29,2.6526
E1000180,2023/06/30,2.6351
E1000180,2023/07/03,2.6402
E1000180,2023/07/04,2.6477
E1000180,2023/07/05,2.6402
E1000180,2023/07/06,2.6392
E1000180,2023/07/07,2.6403
E1000180,2023/07/10,2.6403
E1000180,2023/07/11,2.6353
E1000180,2023/07/12,2.6378
E1000180,2023/07/13,2.6413
E1000180,2023/07/14,2.6444
E1000180,2023/07/17,2.6364
E1000180,2023/07/18,2.6234
E1000180,2023/07/19,2.6233
E1000180,2023/07/20,2.6214
E1000180,2023/07/21,2.6079
E1000180,2023/07/24,2.5934
E1000180,2023/07/25,2.663
E1000180,2023/07/26,2.643
E1000180,2023/07/27,2.6395
E1000180,2023/07/28,2.6533
E1000180,2023/07/31,2.6597
E1000180,2023/08/01,2.6607
E1000180,2023/08/02,2.6525
E1000180,2023/08/03,2.6435
E1000180,2023/08/04,2.6469
E1000180,2023/08/07,2.6462
E1000180,2023/08/08,2.6454
E1000180,2023/08/09,2.6461
E1000180,2023/08/10,2.6475
E1000180,2023/08/11,2.6381
E1000180,2023/08/14,2.6212
E1000180,2023/08/15,2.5759
E1000180,2023/08/16,2.5649
E1000180,2023/08/17,2.5678
E1000180,2023/08/18,2.5639
E1000180,2023/08/21,2.5403
E1000180,2023/08/22,2.5564
E1000180,2023/08/23,2.5535
E1000180,2023/08/24,2.5543
E1000180,2023/08/25,2.5702
E1000180,2023/08/28,2.5837
E1000180,2023/08/29,2.57
E1000180,2023/08/30,2.56
E1000180,2023/08/31,2.5575
E1000180,2023/09/01,2.585
E1000180,2023/09/04,2.6124
E1000180,2023/09/05,2.615
E1000180,2023/09/06,2.6375
E1000180,2023/09/07,2.635
E1000180,2023/09/08,2.6375
E1000180,2023/09/11,2.63
E1000180,2023/09/12,2.623
E1000180,2023/09/13,2.615
E1000180,2023/09/14,2.6075
E1000180,2023/09/15,2.64
E1000180,2023/09/18,2.65
E1000180,2023/09/19,2.6625
E1000180,2023/09/20,2.665
E1000180,2023/09/21,2.6576
E1000180,2023/09/22,2.6776
E1000180,2023/09/25,2.6976
E1000180,2023/09/26,2.6951
E1000180,2023/09/27,2.6877
E1000180,2023/09/28,2.6751
E1000180,2023/10/07,2.6651
E1000180,2023/10/08,2.6626
E1000180,2023/10/09,2.6702
E1000180,2023/10/10,2.6811
E1000180,2023/10/11,2.6976
E1000180,2023/10/12,2.6911
E1000180,2023/10/13,2.6702
E1000180,2023/10/16,2.6777
E1000180,2023/10/17,2.6882
E1000180,2023/10/18,2.7052
E1000180,2023/10/19,2.7177
E1000180,2023/10/20,2.7052
E1000180,2023/10/23,2.7047
E1000180,2023/10/24,2.7177
E1000180,2023/10/25,2.7052
E1000180,2023/10/26,2.7152
E1000180,2023/10/27,2.7133
E1000180,2023/10/30,2.7141
E1000180,2023/10/31,2.6938
E1000180,2023/11/01,2.6853
E1000180,2023/11/02,2.6553
E1000180,2023/11/03,2.6613
E1000180,2023/11/06,2.6554
E1000180,2023/11/07,2.6632
E1000180,2023/11/08,2.6464
E1000180,2023/11/09,2.6494
E1000180,2023/11/10,2.6444
E1000180,2023/11/13,2.6454
E1000180,2023/11/14,2.6573
E1000180,2023/11/15,2.6633
E1000180,2023/11/16,2.6558
E1000180,2023/11/17,2.6524
E1000180,2023/11/20,2.6584
E1000180,2023/11/21,2.6684
E1000180,2023/11/22,2.6823
E1000180,2023/11/23,2.7023
E1000180,2023/11/24,2.7053
E1000180,2023/11/27,2.7108
E1000180,2023/11/28,2.6898
E1000180,2023/11/29,2.6826
E1000180,2023/11/30,2.668
E1000180,2023/12/01,2.6625
E1000180,2023/12/04,2.6725
E1000180,2023/12/05,2.665
E1000180,2023/12/06,2.6725
E1000180,2023/12/07,2.664
E1000180,2023/12/08,2.6636
E1000180,2023/12/11,2.644
E1000180,2023/12/12,2.6375
E1000180,2023/12/13,2.6226
E1000180,2023/12/14,2.6376
E1000180,2023/12/15,2.6227
E1000180,2023/12/18,2.6126
E1000180,2023/12/19,2.6191
E1000180,2023/12/20,2.6222
E1000180,2023/12/21,2.5901
E1000180,2023/12/22,2.5877
E1000180,2023/12/25,2.5678
E1000180,2023/12/26,2.5804
E1000180,2023/12/27,2.5577
E1000180,2023/12/28,2.5694
E1000180,2023/12/29,2.5553
E1000180,2023/12/31,2.5553
E1000180,2024/01/02,2.5601
E1000180,2024/01/03,2.5531
E1000180,2024/01/04,2.5368
E1000180,2024/01/05,2.5175
E1000180,2024/01/08,2.5136
E1000180,2024/01/09,2.4862
E1000180,2024/01/10,2.4982
E1000180,2024/01/11,2.4992
E1000180,2024/01/12,2.5172
E1000180,2024/01/15,2.5212
E1000180,2024/01/16,2.5252
E1000180,2024/01/17,2.5077
E1000180,2024/01/18,2.5092
E1000180,2024/01/19,2.5027
E1000180,2024/01/22,2.4922
E1000180,2024/01/23,2.5042
E1000180,2024/01/24,2.5042
E1000180,2024/01/25,2.4984
E1000180,2024/01/26,2.4994
E1000180,2024/01/29,2.494
E1000180,2024/01/30,2.4557
E1000180,2024/01/31,2.433
E1000180,2024/02/01,2.4354
E1000180,2024/02/02,2.4244
E1000180,2024/02/04,2.4053
E1000180,2024/02/05,2.4002
E1000180,2024/02/06,2.4525
E1000180,2024/02/07,2.4153
E1000180,2024/02/08,2.4379
E1000180,2024/02/09,2.4302
E1000180,2024/02/18,2.4393
E1000180,2024/02/19,2.4344
E1000180,2024/02/20,2.4134
E1000180,2024/02/21,2.4119
E1000180,2024/02/22,2.4033
E1000180,2024/02/23,2.4009
E1000180,2024/02/26,2.3789
E1000180,2024/02/27,2.3809
E1000180,2024/02/28,2.3376
E1000180,2024/02/29,2.3375
E1000180,2024/03/01,2.3675
E1000180,2024/03/04,2.3475
E1000180,2024/03/05,2.3169
E1000180,2024/03/06,2.265
E1000180,2024/03/07,2.2776
E1000180,2024/03/08,2.2825
E1000180,2024/03/11,2.305
E1000180,2024/03/12,2.3476
E1000180,2024/03/13,2.3326
E1000180,2024/03/14,2.3425
E1000180,2024/03/15,2.32
E1000180,2024/03/18,2.2926
E1000180,2024/03/19,2.2801
E1000180,2024/03/20,2.2951
E1000180,2024/03/21,2.2851
E1000180,2024/03/22,2.3051
E1000180,2024/03/25,2.3151
E1000180,2024/03/26,2.3175
E1000180,2024/03/27,2.2876
E1000180,2024/03/28,2.3026
E1000180,2024/03/29,2.2901
E1000180,2024/04/01,2.3082
E1000180,2024/04/02,2.2927
E1000180,2024/04/03,2.2837
E1000180,2024/04/07,2.2937
E1000180,2024/04/08,2.2822
E1000180,2024/04/09,2.2802
E1000180,2024/04/10,2.2972
E1000180,2024/04/11,2.2928
E1000180,2024/04/12,2.2837
E1000180,2024/04/15,2.2798
E1000180,2024/04/16,2.2723
E1000180,2024/04/17,2.2608
E1000180,2024/04/18,2.2537
E1000180,2024/04/19,2.254
E1000180,2024/04/22,2.2435
E1000180,2024/04/23,2.226
E1000180,2024/04/24,2.2727
E1000180,2024/04/25,2.2612
E1000180,2024/04/26,2.3084
E1000180,2024/04/28,2.3244
E1000180,2024/04/29,2.353
E1000180,2024/04/30,2.3028
E1000180,2024/05/06,2.3081
E1000180,2024/05/07,2.2896
E1000180,2024/05/08,2.2955
E1000180,2024/05/09,2.3186
E1000180,2024/05/10,2.3122
E1000180,2024/05/11,2.3361
E1000180,2024/05/13,2.29
E1000180,2024/05/14,2.2938
E1000180,2024/05/15,2.302
E1000180,2024/05/16,2.3147
E1000180,2024/05/17,2.3077
E1000180,2024/05/20,2.3105
E1000180,2024/05/21,2.3141
E1000180,2024/05/22,2.3123
E1000180,2024/05/23,2.3063
E1000180,2024/05/24,2.3134
E1000180,2024/05/27,2.3084
E1000180,2024/05/28,2.2994
E1000180,2024/05/29,2.2776
E1000180,2024/05/30,2.2826
E1000180,2024/05/31,2.2926
E1000180,2024/06/03,2.2853
E1000180,2024/06/04,2.2854
E1000180,2024/06/05,2.2808
E1000180,2024/06/06,2.2828
E1000180,2024/06/07,2.2833
E1000180,2024/06/11,2.2791
E1000180,2024/06/12,2.276
E1000180,2024/06/13,2.2678
E1000180,2024/06/14,2.2558
E1000180,2024/06/17,2.2609
E1000180,2024/06/18,2.2537
E1000180,2024/06/19,2.2429
E1000180,2024/06/20,2.2445
E1000180,2024/06/21,2.2571
E1000180,2024/06/24,2.2451
E1000180,2024/06/25,2.235
E1000180,2024/06/26,2.2225
E1000180,2024/06/27,2.2081
E1000180,2024/06/28,2.2058
E1000180,2024/07/01,2.2486
E1000180,2024/07/02,2.2369
E1000180,2024/07/03,2.2426
E1000180,2024/07/04,2.2502
E1000180,2024/07/05,2.2754
E1000180,2024/07/08,2.2904
E1000180,2024/07/09,2.2698
E1000180,2024/07/10,2.2707
E1000180,2024/07/11,2.2648
E1000180,2024/07/12,2.2604
E1000180,2024/07/15,2.2541
E1000180,2024/07/16,2.2613
E1000180,2024/07/17,2.2598
E1000180,2024/07/18,2.2673
E1000180,2024/07/19,2.2614
E1000180,2024/07/22,2.2461
E1000180,2024/07/23,2.2322
E1000180,2024/07/24,2.2381
E1000180,2024/07/25,2.2168
E1000180,2024/07/26,2.1944
E1000180,2024/07/29,2.1574
E1000180,2024/07/30,2.148
E1000180,2024/07/31,2.1494
E1000180,2024/08/01,2.1297
E1000180,2024/08/02,2.1277
E1000180,2024/08/05,2.1376
E1000180,2024/08/06,2.1491
E1000180,2024/08/07,2.1414
E1000180,2024/08/08,2.181
E1000180,2024/08/09,2.1986
E1000180,2024/08/12,2.2508
E1000180,2024/08/13,2.2255
E1000180,2024/08/14,2.1966
E1000180,2024/08/15,2.205
E1000180,2024/08/16,2.1978
E1000180,2024/08/19,2.1816
E1000180,2024/08/20,2.171
E1000180,2024/08/21,2.167
E1000180,2024/08/22,2.1582
E1000180,2024/08/23,2.1547
E1000180,2024/08/26,2.1628
E1000180,2024/08/27,2.1903
E1000180,2024/08/28,2.1673
E1000180,2024/08/29,2.1703
E1000180,2024/08/30,2.1704
E1000180,2024/09/02,2.1457
E1000180,2024/09/03,2.1432
E1000180,2024/09/04,2.1336
E1000180,2024/09/05,2.1338
E1000180,2024/09/06,2.1388
E1000180,2024/09/09,2.1267
E1000180,2024/09/10,2.1143
E1000180,2024/09/11,2.1044
E1000180,2024/09/12,2.0998
E1000180,2024/09/13,2.0724
E1000180,2024/09/14,2.0425
E1000180,2024/09/18,2.0403
E1000180,2024/09/19,2.045
E1000180,2024/09/20,2.0431
E1000180,2024/09/23,2.0381
E1000180,2024/09/24,2.0728
E1000180,2024/09/25,2.0437
E1000180,2024/09/26,2.0787
E1000180,2024/09/27,2.1714
E1000180,2024/09/29,2.2534
E1000180,2024/09/30,2.1518
E1000180,2024/10/08,2.1928
E1000180,2024/10/09,2.176
E1000180,2024/10/10,2.1441
E1000180,2024/10/11,2.1392
E1000180,2024/10/12,2.1441
E1000180,2024/10/14,2.1368
E1000180,2024/10/15,2.1254
E1000180,2024/10/16,2.1331
E1000180,2024/10/17,2.1084
E1000180,2024/10/18,2.1209
E1000180,2024/10/21,2.1211
E1000180,2024/10/22,2.1458
E1000180,2024/10/23,2.1559
E1000180,2024/10/24,2.1661
E1000180,2024/10/25,2.1539
E1000180,2024/10/28,2.1617
E1000180,2024/10/29,2.1598
E1000180,2024/10/30,2.1597
E1000180,2024/10/31,2.1476
E1000180,2024/11/01,2.1406
E1000180,2024/11/04,2.1275
E1000180,2024/11/05,2.1106
E1000180,2024/11/06,2.1234
E1000180,2024/11/07,2.1115
E1000180,2024/11/08,2.1067
E1000180,2024/11/11,2.092
E1000180,2024/11/12,2.0729
E1000180,2024/11/13,2.0876
E1000180,2024/11/14,2.0808
E1000180,2024/11/15,2.0948
E1000180,2024/11/18,2.1117
E1000180,2024/11/19,2.0947
E1000180,2024/11/20,2.1025
E1000180,2024/11/21,2.0843
E1000180,2024/11/22,2.0832
E1000180,2024/11/25,2.0682
E1000180,2024/11/26,2.0657
E1000180,2024/11/27,2.0553
E1000180,2024/11/28,2.0304
E1000180,2024/11/29,2.0206
E1000180,2024/12/02,1.981
E1000180,2024/12/03,1.9886
E1000180,2024/12/04,1.9612
E1000180,2024/12/05,1.9462
E1000180,2024/12/06,1.9539
E1000180,2024/12/09,1.9168
E1000180,2024/12/10,1.8468
E1000180,2024/12/11,1.8218
E1000180,2024/12/12,1.8172
E1000180,2024/12/13,1.7771
E1000180,2024/12/16,1.7215
E1000180,2024/12/17,1.7237
E1000180,2024/12/18,1.7564
E1000180,2024/12/19,1.7417
E1000180,2024/12/20,1.7018
E1000180,2024/12/23,1.7019
E1000180,2024/12/24,1.7166
E1000180,2024/12/25,1.7365
E1000180,2024/12/26,1.7122
E1000180,2024/12/27,1.6929
E1000180,2024/12/30,1.7128
E1000180,2024/12/31,1.6752
E1000180,2025/01/02,1.6077
E1000180,2025/01/03,1.6041
E1000180,2025/01/06,1.5966
E1000180,2025/01/07,1.6093
E1000180,2025/01/08,1.6069
E1000180,2025/01/09,1.6368
E1000180,2025/01/10,1.6338
E1000180,2025/01/13,1.6592
E1000180,2025/01/14,1.6446
E1000180,2025/01/15,1.633
E1000180,2025/01/16,1.6394
E1000180,2025/01/17,1.6593
E1000180,2025/01/20,1.6747
E1000180,2025/01/21,1.6496
E1000180,2025/01/22,1.6602
E1000180,2025/01/23,1.6645
E1000180,2025/01/24,1.6565
E1000180,2025/01/26,1.6537
E1000180,2025/01/27,1.6299
E1000180,2025/02/05,1.6207
E1000180,2025/02/06,1.5958
E1000180,2025/02/07,1.6032
E1000180,2025/02/08,1.6057
E1000180,2025/02/10,1.6342
E1000180,2025/02/11,1.6274
E1000180,2025/02/12,1.6336
E1000180,2025/02/13,1.6346
E1000180,2025/02/14,1.6546
E1000180,2025/02/17,1.6934
E1000180,2025/02/18,1.7006
E1000180,2025/02/19,1.6626
E1000180,2025/02/20,1.685
E1000180,2025/02/21,1.72
E1000180,2025/02/24,1.7625
E1000180,2025/02/25,1.7275
E1000180,2025/02/26,1.7251
E1000180,2025/02/27,1.7576
E1000180,2025/02/28,1.7152
E1000180,2025/03/03,1.6955
E1000180,2025/03/04,1.7079
